Time,%,hPa,a,W/m^2,b,h,°C,°F,K,°C,°F,K
4/2/2022 6:45,,,,0,,,,,,22.5,,
4/2/2022 6:50,,,,0,,,,,,22.6,,
4/2/2022 6:55,,,,0,,,,,,22.5,,
4/2/2022 7:00,,,,0,,,,,,22.5,,
4/2/2022 7:05,,,,0,,,,,,22.4,,
4/2/2022 7:10,,,,0,,,,,,22.4,,
4/2/2022 7:15,,,,0,,,,,,22.6,,
4/2/2022 7:20,,,,0,,,,,,22.6,,
4/2/2022 7:25,,,,5,,,,,,22.9,,
4/2/2022 7:30,,,,9,,,,,,23.1,,
4/2/2022 7:35,,,,13,,,,,,23.2,,
4/2/2022 7:40,,,,20,,,,,,23.3,,
4/2/2022 7:45,,,,27,,,,,,23.4,,
4/2/2022 7:50,,,,34,,,,,,23.6,,
4/2/2022 7:55,,,,43,,,,,,23.8,,
4/2/2022 8:00,,,,50,,,,,,23.8,,
4/2/2022 8:05,,,,54,,,,,,24.1,,
4/2/2022 8:10,,,,63,,,,,,24.2,,
4/2/2022 8:15,,,,80,,,,,,24.4,,
4/2/2022 8:20,,,,109,,,,,,24.8,,
4/2/2022 8:25,,,,145,,,,,,25.5,,
4/2/2022 8:30,,,,152,,,,,,26.5,,
4/2/2022 8:35,,,,171,,,,,,27.6,,
4/2/2022 8:40,,,,175,,,,,,29,,
4/2/2022 8:45,,,,149,,,,,,29.7,,
4/2/2022 8:50,,,,161,,,,,,29.9,,
4/2/2022 8:55,,,,122,,,,,,29.8,,
4/2/2022 9:00,,,,158,,,,,,29.1,,
4/2/2022 9:05,,,,286,,,,,,30.2,,
4/2/2022 9:10,,,,255,,,,,,32,,
4/2/2022 9:15,,,,337,,,,,,33,,
4/2/2022 9:20,,,,363,,,,,,34.2,,
4/2/2022 9:25,,,,515,,,,,,36.6,,
4/2/2022 9:30,,,,403,,,,,,37.6,,
4/2/2022 9:35,,,,362,,,,,,37.6,,
4/2/2022 9:40,,,,192,,,,,,37.4,,
4/2/2022 9:45,,,,205,,,,,,35.4,,
4/2/2022 9:50,,,,299,,,,,,34.8,,
4/2/2022 9:55,,,,343,,,,,,35.2,,
4/2/2022 10:00,,,,370,,,,,,36,,
4/2/2022 10:05,,,,341,,,,,,35.8,,
4/2/2022 10:10,,,,349,,,,,,36.3,,
4/2/2022 10:15,,,,273,,,,,,36.1,,
4/2/2022 10:20,,,,245,,,,,,35,,
4/2/2022 10:25,,,,253,,,,,,34.4,,
4/2/2022 10:30,,,,309,,,,,,34.8,,
4/2/2022 10:35,,,,379,,,,,,36.1,,
4/2/2022 10:40,,,,439,,,,,,37.7,,
4/2/2022 10:45,,,,497,,,,,,39.2,,
4/2/2022 10:50,,,,479,,,,,,40.9,,
4/2/2022 10:55,,,,464,,,,,,41.3,,
4/2/2022 11:00,,,,464,,,,,,41.3,,
4/2/2022 11:05,,,,424,,,,,,38.9,,
4/2/2022 11:10,,,,478,,,,,,38.8,,
4/2/2022 11:15,,,,729,,,,,,40.6,,
4/2/2022 11:20,,,,834,,,,,,44.4,,
4/2/2022 11:25,,,,880,,,,,,46.9,,
4/2/2022 11:30,,,,982,,,,,,49.2,,
4/2/2022 11:35,,,,985,,,,,,51.4,,
4/2/2022 11:40,,,,1002,,,,,,52,,
4/2/2022 11:45,,,,1011,,,,,,51.7,,
4/2/2022 11:50,,,,1031,,,,,,53.2,,
4/2/2022 11:55,,,,1064,,,,,,53.6,,
4/2/2022 12:00,,,,1058,,,,,,53.6,,
4/2/2022 12:05,,,,1076,,,,,,52.6,,
4/2/2022 12:10,,,,1088,,,,,,51.7,,
4/2/2022 12:15,,,,917,,,,,,50.3,,
4/2/2022 12:20,,,,1121,,,,,,49.8,,
4/2/2022 12:25,,,,1140,,,,,,52.6,,
4/2/2022 12:30,,,,1150,,,,,,54.5,,
4/2/2022 12:35,,,,1126,,,,,,55.1,,
4/2/2022 12:40,,,,1171,,,,,,55.4,,
4/2/2022 12:45,,,,1211,,,,,,55.6,,
4/2/2022 12:50,,,,1065,,,,,,55.5,,
4/2/2022 12:55,,,,1068,,,,,,54.5,,
4/2/2022 13:00,,,,1025,,,,,,54.1,,
4/2/2022 13:05,,,,982,,,,,,53.9,,
4/2/2022 13:10,,,,895,,,,,,53.9,,
4/2/2022 13:15,,,,773,,,,,,50,,
4/2/2022 13:20,,,,815,,,,,,48.7,,
4/2/2022 13:25,,,,795,,,,,,48.8,,
4/2/2022 13:30,,,,798,,,,,,48.5,,
4/2/2022 13:35,,,,734,,,,,,48.5,,
4/2/2022 13:40,,,,742,,,,,,47.8,,
4/2/2022 13:45,,,,756,,,,,,48.4,,
4/2/2022 13:50,,,,882,,,,,,49.8,,
4/2/2022 13:55,,,,965,,,,,,51.3,,
4/2/2022 14:00,,,,992,,,,,,53.3,,
4/2/2022 14:05,,,,951,,,,,,52.8,,
4/2/2022 14:10,,,,847,,,,,,53.1,,
4/2/2022 14:15,,,,1107,,,,,,54.9,,
4/2/2022 14:20,,,,996,,,,,,55.2,,
4/2/2022 14:25,,,,977,,,,,,54.5,,
4/2/2022 14:30,,,,882,,,,,,53.3,,
4/2/2022 14:35,,,,863,,,,,,52.9,,
4/2/2022 14:40,,,,755,,,,,,52.8,,
4/2/2022 14:45,,,,707,,,,,,51.6,,
4/2/2022 14:50,,,,632,,,,,,50.2,,
4/2/2022 14:55,,,,632,,,,,,47.9,,
4/2/2022 15:00,,,,644,,,,,,47.7,,
4/2/2022 15:05,,,,622,,,,,,47.7,,
4/2/2022 15:10,,,,653,,,,,,47,,
4/2/2022 15:15,,,,630,,,,,,46.5,,
4/2/2022 15:20,,,,574,,,,,,45.9,,
4/2/2022 15:25,,,,499,,,,,,45,,
4/2/2022 15:30,,,,492,,,,,,44,,
4/2/2022 15:35,,,,518,,,,,,43.1,,
4/2/2022 15:40,,,,566,,,,,,43.5,,
4/2/2022 15:45,,,,582,,,,,,44.1,,
4/2/2022 15:50,,,,538,,,,,,43.9,,
4/2/2022 15:55,,,,437,,,,,,43.9,,
4/2/2022 16:00,,,,348,,,,,,41.6,,
4/2/2022 16:05,,,,302,,,,,,39.2,,
4/2/2022 16:10,,,,282,,,,,,37.6,,
4/2/2022 16:15,,,,269,,,,,,36.7,,
4/2/2022 16:20,,,,259,,,,,,36.2,,
4/2/2022 16:25,,,,254,,,,,,35.8,,
4/2/2022 16:30,,,,251,,,,,,35.8,,
4/2/2022 16:35,,,,247,,,,,,35.4,,
4/2/2022 16:40,,,,240,,,,,,34.9,,
4/2/2022 16:45,,,,230,,,,,,34.9,,
4/2/2022 16:50,,,,222,,,,,,34.8,,
4/2/2022 16:55,,,,222,,,,,,34.8,,
4/2/2022 17:00,,,,226,,,,,,34.7,,
4/2/2022 17:05,,,,231,,,,,,34.6,,
4/2/2022 17:10,,,,233,,,,,,34.3,,
4/2/2022 17:15,,,,233,,,,,,34.1,,
4/2/2022 17:20,,,,231,,,,,,34.3,,
4/2/2022 17:25,,,,221,,,,,,34.3,,
4/2/2022 17:30,,,,207,,,,,,33.8,,
4/2/2022 17:35,,,,188,,,,,,33.6,,
4/2/2022 17:40,,,,173,,,,,,33.4,,
4/2/2022 17:45,,,,163,,,,,,33.1,,
4/2/2022 17:50,,,,155,,,,,,33,,
4/2/2022 17:55,,,,153,,,,,,32.7,,
4/2/2022 18:00,,,,158,,,,,,32.5,,
4/2/2022 18:05,,,,153,,,,,,32.4,,
4/2/2022 18:10,,,,138,,,,,,32.3,,
4/2/2022 18:15,,,,120,,,,,,32,,
4/2/2022 18:20,,,,100,,,,,,31.6,,
4/2/2022 18:25,,,,87,,,,,,31.1,,
4/2/2022 18:30,,,,77,,,,,,30.6,,
4/2/2022 18:35,,,,69,,,,,,30.1,,
4/2/2022 18:40,,,,63,,,,,,29.8,,
4/2/2022 18:45,,,,55,,,,,,29.5,,
4/2/2022 18:50,,,,49,,,,,,29.2,,
4/2/2022 18:55,,,,44,,,,,,29,,
4/2/2022 19:00,,,,38,,,,,,28.8,,
4/2/2022 19:05,,,,28,,,,,,28.5,,
4/2/2022 19:10,,,,20,,,,,,28.1,,
4/2/2022 19:15,,,,11,,,,,,27.8,,
4/2/2022 19:20,,,,4,,,,,,27.4,,
4/2/2022 19:25,,,,0,,,,,,27.1,,
4/2/2022 19:30,,,,0,,,,,,26.8,,
4/2/2022 19:35,,,,0,,,,,,26.6,,
4/2/2022 19:40,,,,0,,,,,,26.5,,
4/2/2022 19:45,,,,0,,,,,,26.3,,
4/2/2022 19:50,,,,0,,,,,,26.1,,
4/2/2022 19:55,,,,0,,,,,,26,,
4/2/2022 20:00,,,,0,,,,,,25.9,,
4/2/2022 20:05,,,,0,,,,,,25.8,,
4/2/2022 20:10,,,,0,,,,,,25.8,,
4/2/2022 20:15,,,,0,,,,,,25.7,,
4/2/2022 20:20,,,,0,,,,,,25.6,,
4/2/2022 20:25,,,,0,,,,,,25.4,,
4/2/2022 20:30,,,,0,,,,,,25.3,,
4/2/2022 20:35,,,,0,,,,,,25.3,,
4/2/2022 20:40,,,,0,,,,,,25.2,,
4/2/2022 20:45,,,,0,,,,,,25.1,,
4/2/2022 20:50,,,,0,,,,,,25.1,,
4/2/2022 20:55,,,,0,,,,,,25,,
4/2/2022 21:00,,,,0,,,,,,24.9,,
4/2/2022 21:05,,,,0,,,,,,24.8,,
4/2/2022 21:10,,,,0,,,,,,24.8,,
4/2/2022 21:15,,,,0,,,,,,24.7,,
4/2/2022 21:20,,,,0,,,,,,24.6,,
4/2/2022 21:25,,,,0,,,,,,24.5,,
4/2/2022 21:30,,,,0,,,,,,24.5,,
4/2/2022 21:35,,,,0,,,,,,24.6,,
4/2/2022 21:40,,,,0,,,,,,24.6,,
4/2/2022 21:45,,,,0,,,,,,24.7,,
4/2/2022 21:50,,,,0,,,,,,24.7,,
4/2/2022 21:55,,,,0,,,,,,24.7,,
4/2/2022 22:00,,,,0,,,,,,24.6,,
4/2/2022 22:05,,,,0,,,,,,24.5,,
4/2/2022 22:10,,,,0,,,,,,24.4,,
4/2/2022 22:15,,,,0,,,,,,24.3,,
4/2/2022 22:20,,,,0,,,,,,24.2,,
4/2/2022 22:25,,,,0,,,,,,24.1,,
4/2/2022 22:30,,,,0,,,,,,24.1,,
4/2/2022 22:35,,,,0,,,,,,24.1,,
4/2/2022 22:40,,,,0,,,,,,24.1,,
4/2/2022 22:45,,,,0,,,,,,24.1,,
4/2/2022 22:50,,,,0,,,,,,24.1,,
4/2/2022 22:55,,,,0,,,,,,24,,
4/2/2022 23:00,,,,0,,,,,,23.9,,
4/2/2022 23:05,,,,0,,,,,,23.9,,
4/2/2022 23:10,,,,0,,,,,,24,,
4/2/2022 23:15,,,,0,,,,,,24,,
4/2/2022 23:20,,,,0,,,,,,24.3,,
4/2/2022 23:25,,,,0,,,,,,24.3,,
4/2/2022 23:30,,,,0,,,,,,24.3,,
4/2/2022 23:35,,,,0,,,,,,24.3,,
4/2/2022 23:40,,,,0,,,,,,24.2,,
4/2/2022 23:45,,,,0,,,,,,24.1,,
4/2/2022 23:50,,,,0,,,,,,24.1,,
4/2/2022 23:55,,,,0,,,,,,24.1,,
4/3/2022 0:00,,,,0,,,,,,24.1,,
4/3/2022 0:05,,,,0,,,,,,24,,
4/3/2022 0:10,,,,0,,,,,,24,,
4/3/2022 0:15,,,,0,,,,,,24.1,,
4/3/2022 0:20,,,,0,,,,,,24,,
4/3/2022 0:25,,,,0,,,,,,23.8,,
4/3/2022 0:30,,,,0,,,,,,23.7,,
4/3/2022 0:35,,,,0,,,,,,23.7,,
4/3/2022 0:40,,,,0,,,,,,23.6,,
4/3/2022 0:45,,,,0,,,,,,23.6,,
4/3/2022 0:50,,,,0,,,,,,23.6,,
4/3/2022 0:55,,,,0,,,,,,23.5,,
4/3/2022 1:00,,,,0,,,,,,23.5,,
4/3/2022 1:05,,,,0,,,,,,23.6,,
4/3/2022 1:10,,,,0,,,,,,23.8,,
4/3/2022 1:15,,,,0,,,,,,24,,
4/3/2022 1:20,,,,0,,,,,,24,,
4/3/2022 1:25,,,,0,,,,,,24.1,,
4/3/2022 1:30,,,,0,,,,,,24,,
4/3/2022 1:35,,,,0,,,,,,24,,
4/3/2022 1:40,,,,0,,,,,,24,,
4/3/2022 1:45,,,,0,,,,,,24,,
4/3/2022 1:50,,,,0,,,,,,24,,
4/3/2022 1:55,,,,0,,,,,,24,,
4/3/2022 2:00,,,,0,,,,,,24,,
4/3/2022 2:05,,,,0,,,,,,23.9,,
4/3/2022 2:10,,,,0,,,,,,23.9,,
4/3/2022 2:15,,,,0,,,,,,23.8,,
4/3/2022 2:20,,,,0,,,,,,23.7,,
4/3/2022 2:25,,,,0,,,,,,23.6,,
4/3/2022 2:30,,,,0,,,,,,23.5,,
4/3/2022 2:35,,,,0,,,,,,23.3,,
4/3/2022 2:40,,,,0,,,,,,23.2,,
4/3/2022 2:45,,,,0,,,,,,23.1,,
4/3/2022 2:50,,,,0,,,,,,23,,
4/3/2022 2:55,,,,0,,,,,,23,,
4/3/2022 3:00,,,,0,,,,,,22.9,,
4/3/2022 3:05,,,,0,,,,,,22.9,,
4/3/2022 3:10,,,,0,,,,,,22.9,,
4/3/2022 3:15,,,,0,,,,,,22.9,,
4/3/2022 3:20,,,,0,,,,,,22.9,,
4/3/2022 3:25,,,,0,,,,,,22.9,,
4/3/2022 3:30,,,,0,,,,,,22.9,,
4/3/2022 3:35,,,,0,,,,,,22.8,,
4/3/2022 3:40,,,,0,,,,,,22.7,,
4/3/2022 3:45,,,,0,,,,,,22.7,,
4/3/2022 3:50,,,,0,,,,,,22.7,,
4/3/2022 3:55,,,,0,,,,,,22.7,,
4/3/2022 4:00,,,,0,,,,,,22.8,,
4/3/2022 4:05,,,,0,,,,,,22.9,,
4/3/2022 4:10,,,,0,,,,,,22.9,,
4/3/2022 4:15,,,,0,,,,,,22.9,,
4/3/2022 4:20,,,,0,,,,,,22.9,,
4/3/2022 4:25,,,,0,,,,,,23,,
4/3/2022 4:30,,,,0,,,,,,23,,
4/3/2022 4:35,,,,0,,,,,,23.1,,
4/3/2022 4:40,,,,0,,,,,,23.1,,
4/3/2022 4:45,,,,0,,,,,,23.1,,
4/3/2022 4:50,,,,0,,,,,,23,,
4/3/2022 4:55,,,,0,,,,,,22.8,,
4/3/2022 5:00,,,,0,,,,,,22.6,,
4/3/2022 5:05,,,,0,,,,,,22.5,,
4/3/2022 5:10,,,,0,,,,,,22.5,,
4/3/2022 5:15,,,,0,,,,,,22.5,,
4/3/2022 5:20,,,,0,,,,,,22.5,,
4/3/2022 5:25,,,,0,,,,,,22.5,,
4/3/2022 5:30,,,,0,,,,,,22.5,,
4/3/2022 5:35,,,,0,,,,,,22.4,,
4/3/2022 5:40,,,,0,,,,,,22.3,,
4/3/2022 5:45,,,,0,,,,,,22.3,,
4/3/2022 5:50,,,,0,,,,,,22.1,,
4/3/2022 5:55,,,,0,,,,,,22.1,,
4/3/2022 6:00,,,,0,,,,,,22.1,,
4/3/2022 6:05,,,,0,,,,,,22,,
4/3/2022 6:10,,,,0,,,,,,22,,
4/3/2022 6:15,,,,0,,,,,,21.9,,
4/3/2022 6:20,,,,0,,,,,,22,,
4/3/2022 6:25,,,,0,,,,,,21.9,,
4/3/2022 6:30,,,,0,,,,,,22,,
4/3/2022 6:35,,,,0,,,,,,22.1,,
4/3/2022 6:40,,,,0,,,,,,22.1,,
4/3/2022 6:45,,,,0,,,,,,22.2,,
4/3/2022 6:50,,,,0,,,,,,22.2,,
4/3/2022 6:55,,,,0,,,,,,22.2,,
4/3/2022 7:00,,,,0,,,,,,22.3,,
4/3/2022 7:05,,,,0,,,,,,22.3,,
4/3/2022 7:10,,,,0,,,,,,22.3,,
4/3/2022 7:15,,,,0,,,,,,22.5,,
4/3/2022 7:20,,,,0,,,,,,22.5,,
4/3/2022 7:25,,,,1,,,,,,22.4,,
4/3/2022 7:30,,,,4,,,,,,22.4,,
4/3/2022 7:35,,,,7,,,,,,22.5,,
4/3/2022 7:40,,,,12,,,,,,22.5,,
4/3/2022 7:45,,,,17,,,,,,22.5,,
4/3/2022 7:50,,,,24,,,,,,22.7,,
4/3/2022 7:55,,,,33,,,,,,22.9,,
4/3/2022 8:00,,,,42,,,,,,23.1,,
4/3/2022 8:05,,,,52,,,,,,23.4,,
4/3/2022 8:10,,,,63,,,,,,23.8,,
4/3/2022 8:15,,,,76,,,,,,24.1,,
4/3/2022 8:20,,,,91,,,,,,24.5,,
4/3/2022 8:25,,,,105,,,,,,25,,
4/3/2022 8:30,,,,120,,,,,,25.5,,
4/3/2022 8:35,,,,135,,,,,,26.1,,
4/3/2022 8:40,,,,148,,,,,,26.7,,
4/3/2022 8:45,,,,161,,,,,,27.5,,
4/3/2022 8:50,,,,174,,,,,,28.2,,
4/3/2022 8:55,,,,195,,,,,,29.1,,
4/3/2022 9:00,,,,221,,,,,,29.8,,
4/3/2022 9:05,,,,250,,,,,,31,,
4/3/2022 9:10,,,,292,,,,,,32.2,,
4/3/2022 9:15,,,,321,,,,,,33.4,,
4/3/2022 9:20,,,,351,,,,,,34.5,,
4/3/2022 9:25,,,,378,,,,,,35.5,,
4/3/2022 9:30,,,,400,,,,,,36.4,,
4/3/2022 9:35,,,,394,,,,,,36.7,,
4/3/2022 9:40,,,,388,,,,,,36.5,,
4/3/2022 9:45,,,,370,,,,,,36.7,,
4/3/2022 9:50,,,,350,,,,,,36.4,,
4/3/2022 9:55,,,,422,,,,,,36.5,,
4/3/2022 10:00,,,,498,,,,,,37.7,,
4/3/2022 10:05,,,,569,,,,,,38.6,,
4/3/2022 10:10,,,,604,,,,,,39.7,,
4/3/2022 10:15,,,,655,,,,,,40.3,,
4/3/2022 10:20,,,,627,,,,,,40.3,,
4/3/2022 10:25,,,,657,,,,,,42.4,,
4/3/2022 10:30,,,,644,,,,,,43.8,,
4/3/2022 10:35,,,,582,,,,,,43.3,,
4/3/2022 10:40,,,,518,,,,,,43.3,,
4/3/2022 10:45,,,,529,,,,,,40.2,,
4/3/2022 10:50,,,,576,,,,,,40.7,,
4/3/2022 10:55,,,,618,,,,,,40.7,,
4/3/2022 11:00,,,,537,,,,,,42.6,,
4/3/2022 11:05,,,,518,,,,,,41.8,,
4/3/2022 11:10,,,,669,,,,,,41,,
4/3/2022 11:15,,,,679,,,,,,41.5,,
4/3/2022 11:20,,,,580,,,,,,41.8,,
4/3/2022 11:25,,,,690,,,,,,41.6,,
4/3/2022 11:30,,,,594,,,,,,41.3,,
4/3/2022 11:35,,,,668,,,,,,42.1,,
4/3/2022 11:40,,,,791,,,,,,43.4,,
4/3/2022 11:45,,,,914,,,,,,45.9,,
4/3/2022 11:50,,,,1093,,,,,,48.2,,
4/3/2022 11:55,,,,669,,,,,,48.4,,
4/3/2022 12:00,,,,553,,,,,,45.9,,
4/3/2022 12:05,,,,460,,,,,,43.3,,
4/3/2022 12:10,,,,697,,,,,,43.3,,
4/3/2022 12:15,,,,728,,,,,,43.8,,
4/3/2022 12:20,,,,604,,,,,,43.9,,
4/3/2022 12:25,,,,593,,,,,,43.6,,
4/3/2022 12:30,,,,675,,,,,,44,,
4/3/2022 12:35,,,,756,,,,,,45.2,,
4/3/2022 12:40,,,,915,,,,,,46.2,,
4/3/2022 12:45,,,,1223,,,,,,49.4,,
4/3/2022 12:50,,,,1293,,,,,,53.4,,
4/3/2022 12:55,,,,1246,,,,,,54.8,,
4/3/2022 13:00,,,,1235,,,,,,54.1,,
4/3/2022 13:05,,,,1240,,,,,,54.3,,
4/3/2022 13:10,,,,1258,,,,,,53.9,,
4/3/2022 13:15,,,,1259,,,,,,54.7,,
4/3/2022 13:20,,,,1272,,,,,,55.2,,
4/3/2022 13:25,,,,1287,,,,,,54.7,,
4/3/2022 13:30,,,,1270,,,,,,54.3,,
4/3/2022 13:35,,,,1276,,,,,,55.7,,
4/3/2022 13:40,,,,1300,,,,,,55.5,,
4/3/2022 13:45,,,,1285,,,,,,55.8,,
4/3/2022 13:50,,,,1099,,,,,,55,,
4/3/2022 13:55,,,,1289,,,,,,56.4,,
4/3/2022 14:00,,,,1250,,,,,,56.9,,
4/3/2022 14:05,,,,1252,,,,,,56.9,,
4/3/2022 14:10,,,,1219,,,,,,54.9,,
4/3/2022 14:15,,,,1034,,,,,,53.5,,
4/3/2022 14:20,,,,1027,,,,,,51.7,,
4/3/2022 14:25,,,,1245,,,,,,52.9,,
4/3/2022 14:30,,,,1222,,,,,,54.4,,
4/3/2022 14:35,,,,1175,,,,,,55.4,,
4/3/2022 14:40,,,,862,,,,,,55.4,,
4/3/2022 14:45,,,,1296,,,,,,55.8,,
4/3/2022 14:50,,,,723,,,,,,55.2,,
4/3/2022 14:55,,,,506,,,,,,49.8,,
4/3/2022 15:00,,,,792,,,,,,48.8,,
4/3/2022 15:05,,,,713,,,,,,47.2,,
4/3/2022 15:10,,,,811,,,,,,47.2,,
4/3/2022 15:15,,,,359,,,,,,45.5,,
4/3/2022 15:20,,,,727,,,,,,44.3,,
4/3/2022 15:25,,,,718,,,,,,45.1,,
4/3/2022 15:30,,,,875,,,,,,46.7,,
4/3/2022 15:35,,,,839,,,,,,47.8,,
4/3/2022 15:40,,,,783,,,,,,47.6,,
4/3/2022 15:45,,,,426,,,,,,45.3,,
4/3/2022 15:50,,,,926,,,,,,43.9,,
4/3/2022 15:55,,,,981,,,,,,46.7,,
4/3/2022 16:00,,,,838,,,,,,47.3,,
4/3/2022 16:05,,,,943,,,,,,48.6,,
4/3/2022 16:10,,,,851,,,,,,48,,
4/3/2022 16:15,,,,717,,,,,,45.4,,
4/3/2022 16:20,,,,901,,,,,,45.6,,
4/3/2022 16:25,,,,797,,,,,,46.2,,
4/3/2022 16:30,,,,701,,,,,,45.3,,
4/3/2022 16:35,,,,640,,,,,,44.5,,
4/3/2022 16:40,,,,584,,,,,,43.9,,
4/3/2022 16:45,,,,539,,,,,,42.5,,
4/3/2022 16:50,,,,656,,,,,,42.6,,
4/3/2022 16:55,,,,559,,,,,,43.2,,
4/3/2022 17:00,,,,615,,,,,,42.7,,
4/3/2022 17:05,,,,495,,,,,,42.4,,
4/3/2022 17:10,,,,342,,,,,,40.7,,
4/3/2022 17:15,,,,281,,,,,,39,,
4/3/2022 17:20,,,,241,,,,,,39,,
4/3/2022 17:25,,,,196,,,,,,36.2,,
4/3/2022 17:30,,,,137,,,,,,34.7,,
4/3/2022 17:35,,,,129,,,,,,33.6,,
4/3/2022 17:40,,,,133,,,,,,33.6,,
4/3/2022 17:45,,,,140,,,,,,32.4,,
4/3/2022 17:50,,,,134,,,,,,32.3,,
4/3/2022 17:55,,,,98,,,,,,32.1,,
4/3/2022 18:00,,,,60,,,,,,31.5,,
4/3/2022 18:05,,,,74,,,,,,30.6,,
4/3/2022 18:10,,,,76,,,,,,30.6,,
4/3/2022 18:15,,,,66,,,,,,29.5,,
4/3/2022 18:20,,,,56,,,,,,29.1,,
4/3/2022 18:25,,,,43,,,,,,28.8,,
4/3/2022 18:30,,,,34,,,,,,28.6,,
4/3/2022 18:35,,,,29,,,,,,28.3,,
4/3/2022 18:40,,,,21,,,,,,28,,
4/3/2022 18:45,,,,14,,,,,,27.7,,
4/3/2022 18:50,,,,9,,,,,,27.5,,
4/3/2022 18:55,,,,4,,,,,,27.3,,
4/3/2022 19:00,,,,1,,,,,,27.1,,
4/3/2022 19:05,,,,0,,,,,,26.9,,
4/3/2022 19:10,,,,0,,,,,,26.8,,
4/3/2022 19:15,,,,0,,,,,,26.7,,
4/3/2022 19:20,,,,0,,,,,,26.5,,
4/3/2022 19:25,,,,0,,,,,,26.3,,
4/3/2022 19:30,,,,0,,,,,,26.2,,
4/3/2022 19:35,,,,0,,,,,,26.1,,
4/3/2022 19:40,,,,0,,,,,,26.1,,
4/3/2022 19:45,,,,0,,,,,,26,,
4/3/2022 19:50,,,,0,,,,,,25.9,,
4/3/2022 19:55,,,,0,,,,,,25.8,,
4/3/2022 20:00,,,,0,,,,,,25.6,,
4/3/2022 20:05,,,,0,,,,,,25.5,,
4/3/2022 20:10,,,,0,,,,,,25.3,,
4/3/2022 20:15,,,,0,,,,,,25.2,,
4/3/2022 20:20,,,,0,,,,,,25.1,,
4/3/2022 20:25,,,,0,,,,,,25,,
4/3/2022 20:30,,,,0,,,,,,24.8,,
4/3/2022 20:35,,,,0,,,,,,24.7,,
4/3/2022 20:40,,,,0,,,,,,24.7,,
4/3/2022 20:45,,,,0,,,,,,24.7,,
4/3/2022 20:50,,,,0,,,,,,24.7,,
4/3/2022 20:55,,,,0,,,,,,24.6,,
4/3/2022 21:00,,,,0,,,,,,24.6,,
4/3/2022 21:05,,,,0,,,,,,24.7,,
4/3/2022 21:10,,,,0,,,,,,24.6,,
4/3/2022 21:15,,,,0,,,,,,24.3,,
4/3/2022 21:20,,,,0,,,,,,24,,
4/3/2022 21:25,,,,0,,,,,,23.8,,
4/3/2022 21:30,,,,0,,,,,,23.5,,
4/3/2022 21:35,,,,0,,,,,,23.3,,
4/3/2022 21:40,,,,0,,,,,,23.1,,
4/3/2022 21:45,,,,0,,,,,,23.1,,
4/3/2022 21:50,,,,0,,,,,,23,,
4/3/2022 21:55,,,,0,,,,,,23.1,,
4/3/2022 22:00,,,,0,,,,,,23.1,,
4/3/2022 22:05,,,,0,,,,,,23.1,,
4/3/2022 22:10,,,,0,,,,,,23.1,,
4/3/2022 22:15,,,,0,,,,,,23.2,,
4/3/2022 22:20,,,,0,,,,,,23.2,,
4/3/2022 22:25,,,,0,,,,,,23.2,,
4/3/2022 22:30,,,,0,,,,,,23.2,,
4/3/2022 22:35,,,,0,,,,,,23.3,,
4/3/2022 22:40,,,,0,,,,,,23.4,,
4/3/2022 22:45,,,,0,,,,,,23.4,,
4/3/2022 22:50,,,,0,,,,,,23.4,,
4/3/2022 22:55,,,,0,,,,,,23.3,,
4/3/2022 23:00,,,,0,,,,,,23.3,,
4/3/2022 23:05,,,,0,,,,,,23.3,,
4/3/2022 23:10,,,,0,,,,,,23.2,,
4/3/2022 23:15,,,,0,,,,,,23.2,,
4/3/2022 23:20,,,,0,,,,,,23.2,,
4/3/2022 23:25,,,,0,,,,,,23.2,,
4/3/2022 23:30,,,,0,,,,,,23.2,,
4/3/2022 23:35,,,,0,,,,,,23.1,,
4/3/2022 23:40,,,,0,,,,,,23.2,,
4/3/2022 23:45,,,,0,,,,,,23.2,,
4/3/2022 23:50,,,,0,,,,,,23.2,,
4/3/2022 23:55,,,,0,,,,,,23.2,,
4/4/2022 0:00,,,,0,,,,,,23.2,,
4/4/2022 0:05,,,,0,,,,,,23.3,,
4/4/2022 0:10,,,,0,,,,,,23.3,,
4/4/2022 0:15,,,,0,,,,,,23.3,,
4/4/2022 0:20,,,,0,,,,,,23.3,,
4/4/2022 0:25,,,,0,,,,,,23.3,,
4/4/2022 0:30,,,,0,,,,,,23.3,,
4/4/2022 0:35,,,,0,,,,,,23.3,,
4/4/2022 0:40,,,,0,,,,,,23.3,,
4/4/2022 0:45,,,,0,,,,,,23.3,,
4/4/2022 0:50,,,,0,,,,,,23.3,,
4/4/2022 0:55,,,,0,,,,,,23.3,,
4/4/2022 1:00,,,,0,,,,,,23.3,,
4/4/2022 1:05,,,,0,,,,,,23.3,,
4/4/2022 1:10,,,,0,,,,,,23.3,,
4/4/2022 1:15,,,,0,,,,,,23.4,,
4/4/2022 1:20,,,,0,,,,,,23.4,,
4/4/2022 1:25,,,,0,,,,,,23.5,,
4/4/2022 1:30,,,,0,,,,,,23.5,,
4/4/2022 1:35,,,,0,,,,,,23.5,,
4/4/2022 1:40,,,,0,,,,,,23.6,,
4/4/2022 1:45,,,,0,,,,,,23.6,,
4/4/2022 1:50,,,,0,,,,,,23.7,,
4/4/2022 1:55,,,,0,,,,,,23.7,,
